Total: 120097632 samples
85163960  70.9%  70.9% 85163960  70.9% substr
13714328  11.4%  82.3% 16322880  13.6% Symfony\Component\ErrorHandler\DebugClassLoader::loadClass
    1288   0.0%  99.8%     1288   0.0% include /var/www/html/vendor/symfony/console/Input/StreamableInputInterface.php
    1280   0.0%  99.8%     1280   0.0% Doctrine\ORM\Configuration::setRepositoryFactory
    1280   0.0%  99.8%     1280   0.0% proc_open
    1264   0.0%  99.8%     1264   0.0% json_encode
    1232   0.0%  99.8%    52496   0.0% Symfony\Component\Console\Formatter\OutputFormatter::__construct
    1224   0.0%  99.8%    43254   0.0% Symfony\Component\Console\Application::getDefaultInputDefinition
    1200   0.0%  99.8%   352716   0.3% Kiwilan\XmlReader\XmlReader::make
    1200   0.0%  99.8%     2088   0.0% Symfony\Component\ErrorHandler\ErrorHandler::__construct
    1176   0.0%  99.8%     1894   0.0% Monolog\Logger::__construct
    1168   0.0%  99.8%     1168   0.0% json_decode
    1160   0.0%  99.8%     1880   0.0% Doctrine\Instantiator\Instantiator::buildAndCacheFromFactory
    1160   0.0%  99.8%   392920   0.3% Gedmo\Mapping\MappedEventSubscriber::loadMetadataForObjectClass
    1160   0.0%  99.8%     1944   0.0% Symfony\Component\Console\Command\HelpCommand::configure
    1152   0.0%  99.9%     1152   0.0% ContainerOAfV6Q6\App_KernelDevDebugContainer::getDynamicParameter
    1152   0.0%  99.9%     1152   0.0% Symfony\Bridge\Monolog\Logger::removeDebugLogger
    1136   0.0%  99.9%    41080   0.0% Doctrine\Bundle\DoctrineBundle\Repository\LazyServiceEntityRepository::__construct
    1128   0.0%  99.9%     1128   0.0% Doctrine\ORM\Mapping\ClassMetadataInfo::_storeAssociationMapping
    1128   0.0%  99.9%     1392   0.0% Doctrine\ORM\Mapping\ClassMetadataInfo::initializeReflection
    1128   0.0%  99.9%     1128   0.0% Doctrine\ORM\Utility\IdentifierFlattener::flattenIdentifier
    1128   0.0%  99.9%     1128   0.0% array_flip
    1124   0.0%  99.9%     1124   0.0% require /var/www/html/vendor/symfony/polyfill-mbstring/bootstrap.php
    1120   0.0%  99.9%   161388   0.1% Symfony\Component\Console\Application::getDefaultCommands
    1120   0.0%  99.9%     2168   0.0% include /var/www/html/vendor/symfony/dependency-injection/Exception/InvalidArgumentException.php
    1112   0.0%  99.9%     1864   0.0% include /var/www/html/vendor/php-http/discovery/src/Exception/NoCandidateFoundException.php
    1112   0.0%  99.9%     1840   0.0% include /var/www/html/vendor/symfony/process/Exception/RuntimeException.php
    1104   0.0%  99.9%   210276   0.2% Symfony\Component\PropertyInfo\Extractor\ReflectionExtractor::getReadInfo
    1104   0.0%  99.9%     3856   0.0% include /var/www/html/vendor/symfony/dependency-injection/Exception/EnvNotFoundException.php
    1096   0.0%  99.9%   212500   0.2% Symfony\Component\PropertyAccess\PropertyAccessor::getReadInfo
    1096   0.0%  99.9%     1096   0.0% Symfony\Component\String\LazyString::fromCallable
    1088   0.0%  99.9%     2632   0.0% include /var/www/html/vendor/google/apiclient/src/Task/Exception.php
    1088   0.0%  99.9%     1088   0.0% stream_filter_register
    1080   0.0%  99.9%   363052   0.3% Kiwilan\Ebook\Formats\Epub\Parser\OpfItem::make
    1080   0.0%  99.9%     1080   0.0% Symfony\Component\Stopwatch\StopwatchEvent::start
    1072   0.0%  99.9%   221416   0.2% Doctrine\DBAL\Types\Type::createTypeRegistry
    1064   0.0%  99.9%   121360   0.1% Doctrine\ORM\Persisters\Entity\BasicEntityPersister::__construct
    1064   0.0%  99.9%    93160   0.1% include /var/www/html/vendor/gedmo/doctrine-extensions/src/Timestampable/Mapping/Driver/Attribute.php
    1064   0.0%  99.9%     1064   0.0% include /var/www/html/vendor/symfony/finder/Iterator/ExcludeDirectoryFilterIterator.php
    1064   0.0%  99.9%     1064   0.0% include_once /var/www/html/vendor/liip/imagine-bundle/Templating/FilterExtension.php
    1056   0.0%  99.9%    23552   0.0% Symfony\Component\Stopwatch\Section::startEvent
    1056   0.0%  99.9%   519168   0.4% include /var/www/html/vendor/symfony/framework-bundle/FrameworkBundle.php
    1048   0.0%  99.9%    21452   0.0% include /var/www/html/vendor/symfony/dependency-injection/ServiceLocator.php
    1040   0.0%  99.9%    84856   0.1% Gedmo\Mapping\MappedEventSubscriber::getEventAdapter
    1040   0.0%  99.9%     9332   0.0% include /var/www/html/vendor/symfony/security-core/Authorization/ExpressionLanguage.php
    1016   0.0%  99.9%    11508   0.0% include /var/www/html/vendor/symfony/finder/Iterator/FilenameFilterIterator.php
    1008   0.0%  99.9%     1328   0.0% Symfony\Bridge\Doctrine\ContainerAwareEventManager::getHash
    1008   0.0%  99.9%    23276   0.0% include /var/www/html/vendor/php-http/discovery/src/HttpClientDiscovery.php
    1008   0.0%  99.9%     1008   0.0% include /var/www/html/vendor/smalot/pdfparser/src/Smalot/PdfParser/Element/ElementArray.php
    1008   0.0%  99.9%     1008   0.0% include /var/www/html/vendor/smalot/pdfparser/src/Smalot/PdfParser/Element/ElementMissing.php
    1008   0.0%  99.9%     1008   0.0% include /var/www/html/vendor/smalot/pdfparser/src/Smalot/PdfParser/Element/ElementXRef.php
    1000   0.0%  99.9%    12440   0.0% include /var/www/html/vendor/smalot/pdfparser/src/Smalot/PdfParser/Element/ElementName.php
    1000   0.0%  99.9%     7480   0.0% include /var/www/html/vendor/symfony/http-client/Chunk/FirstChunk.php
     992   0.0%  99.9%   198616   0.2% Gedmo\Mapping\MappedEventSubscriber::getExtensionMetadataFactory
     992   0.0%  99.9%      992   0.0% Symfony\Component\Console\Formatter\OutputFormatter::__clone
     984   0.0%  99.9%    26220   0.0% include /var/www/html/vendor/symfony/console/Helper/FormatterHelper.php
     976   0.0%  99.9%    62824   0.1% ContainerOAfV6Q6\App_KernelDevDebugContainer::getPropertyAccessorService
     968   0.0%  99.9%  1378136   1.1% Gedmo\Sluggable\Mapping\Event\Adapter\ORM::getSimilarSlugs
     968   0.0%  99.9%      968   0.0% include /var/www/html/vendor/symfony/console/Output/ConsoleOutputInterface.php
     968   0.0%  99.9%     5968   0.0% include /var/www/html/vendor/symfony/process/Pipes/AbstractPipes.php
     960   0.0%  99.9%      960   0.0% md5
     952   0.0%  99.9%      952   0.0% mb_strtolower
     944   0.0%  99.9%   721916   0.6% Typesense\Client::__construct
     912   0.0%  99.9%      912   0.0% array_merge
     896   0.0%  99.9%     3200   0.0% ContainerOAfV6Q6\EntityManagerGhostEbeb667::createLazyGhost
     880   0.0%  99.9%      880   0.0% Monolog\Level::tryFrom
     880   0.0%  99.9%    16408   0.0% Symfony\Component\Console\Formatter\OutputFormatterStyle::__construct
     872   0.0%  99.9%   821408   0.7% Doctrine\ORM\EntityManager::__construct
     864   0.0%  99.9%   229264   0.2% ContainerOAfV6Q6\App_KernelDevDebugContainer::getDebug_FileLinkFormatterService
     864   0.0%  99.9%    12728   0.0% Kiwilan\Ebook\Formats\Epub\Parser\OpfItem::setDcContributors
     864   0.0%  99.9%      864   0.0% PDOStatement::execute
     864   0.0%  99.9%      864   0.0% include_once /var/www/html/vendor/symfony/cache/Traits/FilesystemTrait.php
     848   0.0%  99.9%     2728   0.0% Doctrine\Instantiator\Instantiator::instantiate
     840   0.0%  99.9%   110744   0.1% ContainerOAfV6Q6\App_KernelDevDebugContainer::getDoctrine_Dbal_DefaultConnectionService
     840   0.0%  99.9%      840   0.0% Kiwilan\Ebook\Formats\EbookMetadata::make
     832   0.0%  99.9%      864   0.0% Doctrine\ORM\Mapping\DefaultQuoteStrategy::getColumnAlias
     828   0.0%  99.9%      828   0.0% stream_wrapper_register
     816   0.0%  99.9%     1944   0.0% Symfony\Component\Console\Command\Command::addOption
     816   0.0%  99.9%      816   0.0% include /var/www/html/vendor/symfony/cache/Adapter/ArrayAdapter.php
     808   0.0%  99.9%   183776   0.2% Gedmo\Timestampable\Mapping\Driver\Annotation::readExtendedMetadata
     808   0.0%  99.9%      808   0.0% include_once /var/www/html/vendor/symfony/security-bundle/DataCollector/SecurityDataCollector.php
     792   0.0%  99.9%    12148   0.0% Doctrine\Bundle\DoctrineBundle\DoctrineBundle::boot
     792   0.0%  99.9%    10384   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Query/Expr/Select.php
     792   0.0%  99.9%    41320   0.0% include /var/www/html/vendor/symfony/dependency-injection/Argument/ServiceLocator.php
     792   0.0%  99.9%     3096   0.0% include /var/www/html/vendor/symfony/process/Exception/ProcessFailedException.php
     792   0.0%  99.9% 120080967 100.0% require_once /var/www/html/vendor/autoload_runtime.php
     784   0.0%  99.9%      784   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Mapping/InverseJoinColumn.php
     784   0.0%  99.9%     4440   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Mapping/JoinColumn.php
     768   0.0%  99.9%      768   0.0% Closure::bindTo
     768   0.0%  99.9%      768   0.0% Doctrine\DBAL\Configuration::__construct
     768   0.0%  99.9%      768   0.0% reset
     760   0.0%  99.9%      792   0.0% Doctrine\Common\Proxy\Autoloader::register
     760   0.0%  99.9% 117196839  97.6% Symfony\Component\Console\Application::run
     760   0.0%  99.9%      760   0.0% Symfony\Component\HttpKernel\EventListener\DebugHandlersListener::configure
     760   0.0%  99.9%      760   0.0% Symfony\Component\HttpKernel\EventListener\DumpListener::configure
     760   0.0%  99.9%    11124   0.0% include /var/www/html/vendor/symfony/http-kernel/Event/ControllerArgumentsEvent.php
     760   0.0%  99.9%     4736   0.0% include /var/www/html/vendor/symfony/http-kernel/Event/ExceptionEvent.php
     760   0.0%  99.9%      760   0.0% include_once /var/www/html/vendor/symfony/translation/IdentityTranslator.php
     752   0.0%  99.9%      752   0.0% Doctrine\ORM\Query\ResultSetMapping::addEntityResult
     752   0.0%  99.9%      752   0.0% Gedmo\Mapping\Driver\AttributeReader::isRepeatable
     752   0.0%  99.9%      752   0.0% Gedmo\Mapping\Driver\Chain::addDriver
     752   0.0%  99.9%    26860   0.0% Smalot\PdfParser\Document::buildDetails
     752   0.0%  99.9%      752   0.0% Symfony\Component\Console\Formatter\OutputFormatter::setStyle
     752   0.0%  99.9%     9620   0.0% Typesense\Lib\Configuration::__construct
     736   0.0%  99.9%      736   0.0% Kiwilan\Archive\Enums\ArchiveEnum::fromExtension
     728   0.0%  99.9%   117204   0.1% ContainerOAfV6Q6\App_KernelDevDebugContainer::getVarDumper_ServerConnectionService
     728   0.0%  99.9%     3868   0.0% include /var/www/html/vendor/symfony/console/Event/ConsoleCommandEvent.php
     728   0.0%  99.9%    97204   0.1% include /var/www/html/vendor/symfony/runtime/SymfonyRuntime.php
     720   0.0%  99.9%     8824   0.0% include /var/www/html/vendor/smalot/pdfparser/src/Smalot/PdfParser/Element/ElementDate.php
     718   0.0%  99.9%      718   0.0% date_default_timezone_get
     696   0.0%  99.9%     1072   0.0% ACSEO\TypesenseBundle\EventListener\TypesenseIndexer::__construct
     696   0.0%  99.9%      696   0.0% Composer\Autoload\ClassLoader::findFile
     696   0.0%  99.9%      808   0.0% Symfony\Component\Finder\Iterator\ExcludeDirectoryFilterIterator::__construct
     696   0.0%  99.9%    22520   0.0% include /var/www/html/vendor/symfony/config/ConfigCache.php
     688   0.0%  99.9%     5324   0.0% include /var/www/html/vendor/doctrine/dbal/src/Logging/Driver.php
     688   0.0%  99.9%    11720   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Event/PrePersistEventArgs.php
     688   0.0%  99.9%      688   0.0% include_once /var/www/html/vendor/symfony/serializer/Normalizer/ArrayDenormalizer.php
     680   0.0%  99.9%      680   0.0% include_once /var/www/html/vendor/symfony/messenger/Transport/Serialization/Normalizer/FlattenExceptionNormalizer.php
     672   0.0%  99.9%   111512   0.1% include /var/www/html/vendor/symfony/http-kernel/Kernel.php
     672   0.0%  99.9%      672   0.0% ini_set
     664   0.0%  99.9%    95960   0.1% Doctrine\ORM\Mapping\ClassMetadataInfo::__construct
     664   0.0%  99.9%      664   0.0% include /var/www/html/vendor/monolog/monolog/src/Monolog/Level.php
     656   0.0%  99.9%      656   0.0% ReflectionClass::newInstanceWithoutConstructor
     656   0.0%  99.9%    26292   0.0% include /var/www/html/vendor/doctrine/dbal/src/Driver/PDO/MySQL/Driver.php
     656   0.0%  99.9%      656   0.0% include_once /var/www/html/vendor/monolog/monolog/src/Monolog/Handler/AbstractHandler.php
     656   0.0%  99.9%      656   0.0% include_once /var/www/html/vendor/symfony/form/Extension/DataCollector/FormDataCollectorInterface.php
     656   0.0%  99.9%      656   0.0% include_once /var/www/html/vendor/symfony/http-kernel/DataCollector/DataCollector.php
     656   0.0%  99.9%      656   0.0% include_once /var/www/html/vendor/symfony/var-dumper/Dumper/AbstractDumper.php
     656   0.0%  99.9%      656   0.0% ucwords
     648   0.0%  99.9%   262957   0.2% Kiwilan\Archive\Readers\ArchiveZip::read
     648   0.0%  99.9%     9480   0.0% include /var/www/html/vendor/doctrine/dbal/src/Driver/ServerInfoAwareConnection.php
     648   0.0%  99.9%      648   0.0% include /var/www/html/vendor/gedmo/doctrine-extensions/src/Timestampable/Mapping/Event/TimestampableAdapter.php
     648   0.0%  99.9%    13168   0.0% include /var/www/html/vendor/gedmo/doctrine-extensions/src/Tool/Wrapper/AbstractWrapper.php
     648   0.0%  99.9%      648   0.0% include /var/www/html/vendor/psr/http-message/src/ResponseInterface.php
     648   0.0%  99.9%    24024   0.0% include /var/www/html/vendor/psr/log/src/AbstractLogger.php
     648   0.0%  99.9%    54328   0.0% include /var/www/html/vendor/symfony/cache/Adapter/AdapterInterface.php
     648   0.0%  99.9%     4128   0.0% include /var/www/html/vendor/symfony/console/Helper/Helper.php
     648   0.0%  99.9%   240680   0.2% include /var/www/html/vendor/symfony/error-handler/BufferingLogger.php
     648   0.0%  99.9%      648   0.0% include_once /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Mapping/DefaultQuoteStrategy.php
     648   0.0%  99.9%      648   0.0% include_once /var/www/html/vendor/doctrine/persistence/src/Persistence/ManagerRegistry.php
     636   0.0%  99.9%      636   0.0% DateTime::setTimestamp
     608   0.0%  99.9%      608   0.0% Http\Discovery\Strategy\CommonPsr17ClassesStrategy::getCandidates
     600   0.0%  99.9%   513156   0.4% Kiwilan\Ebook\Formats\Epub\EpubModule::make
     576   0.0%  99.9% 105000314  87.4% App\Command\BooksScanCommand::execute
     576   0.0%  99.9%     1328   0.0% Smalot\PdfParser\Element\ElementString::parse
     560   0.0%  99.9%      560   0.0% ReflectionProperty::__construct
     552   0.0%  99.9%     2632   0.0% Kiwilan\Ebook\Tools\MetaTitle::make
     544   0.0%  99.9%     1616   0.0% Symfony\Component\Cache\Adapter\PhpFilesAdapter::__construct
     528   0.0%  99.9%      528   0.0% preg_split
     512   0.0%  99.9%      576   0.0% Symfony\Component\Dotenv\Dotenv::lexValue
     512   0.0%  99.9%      512   0.0% dirname
     504   0.0%  99.9%      504   0.0% spl_autoload_register
     496   0.0%  99.9%      496   0.0% Symfony\Component\Stopwatch\Stopwatch::reset
     496   0.0%  99.9%    63104   0.1% Typesense\Collections::offsetGet
     496   0.0%  99.9%      496   0.0% putenv
     480   0.0%  99.9%    38148   0.0% ContainerOAfV6Q6\App_KernelDevDebugContainer::getDoctrine_Orm_DefaultAttributeMetadataDriverService
     480   0.0%  99.9%      480   0.0% Gedmo\Mapping\ExtensionMetadataFactory::getCacheId
     480   0.0%  99.9%      480   0.0% SplFileInfo::getExtension
     480   0.0%  99.9%      480   0.0% SplFileInfo::getRealPath
     472   0.0%  99.9%      472   0.0% Doctrine\Deprecations\Deprecation::trigger
     472   0.0%  99.9%      472   0.0% include_once /var/www/html/vendor/symfony/http-client/UriTemplateHttpClient.php
     472   0.0%  99.9%      472   0.0% strtolower
     456   0.0%  99.9%     1224   0.0% Symfony\Component\VarExporter\Internal\Hydrator::getSimpleHydrator
     440   0.0%  99.9%    34852   0.0% ContainerOAfV6Q6\App_KernelDevDebugContainer::getMonolog_Handler_MainService
     432   0.0%  99.9%      432   0.0% FilterIterator::__construct
     432   0.0% 100.0%     1664   0.0% Smalot\PdfParser\Element\ElementDate::parse
     432   0.0% 100.0%    33800   0.0% Symfony\Component\ErrorHandler\ErrorHandler::register
     432   0.0% 100.0%     1032   0.0% Symfony\Component\Finder\Iterator\MultiplePcreFilterIterator::__construct
     432   0.0% 100.0%      664   0.0% array_map
     432   0.0% 100.0%      432   0.0% end
     432   0.0% 100.0%      432   0.0% spl_autoload_functions
     424   0.0% 100.0%      424   0.0% include_once /var/www/html/vendor/symfony/var-exporter/LazyGhostTrait.php
     416   0.0% 100.0%      416   0.0% SplFileInfo::getBasename
     416   0.0% 100.0%      416   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Query/Expr/Composite.php
     408   0.0% 100.0%      408   0.0% Doctrine\ORM\Persisters\Entity\BasicEntityPersister::getSQLTableAlias
     408   0.0% 100.0%   301284   0.3% Http\Discovery\ClassDiscovery::findOneByType
     408   0.0% 100.0%      408   0.0% Symfony\Component\Console\Helper\Helper::formatTime
     408   0.0% 100.0%     1316   0.0% Symfony\Component\HttpClient\Response\StreamWrapper::createResource
     400   0.0% 100.0%      400   0.0% Doctrine\Persistence\Mapping\AbstractClassMetadataFactory::getCacheKey
     400   0.0% 100.0%   412074   0.3% Symfony\Component\DependencyInjection\Container::get
     400   0.0% 100.0%   149152   0.1% Symfony\Component\DependencyInjection\EnvVarProcessor::getEnv
     392   0.0% 100.0%      392   0.0% Doctrine\ORM\EntityRepository::__construct
     392   0.0% 100.0%      392   0.0% SplObjectStorage::attach
     384   0.0% 100.0%      384   0.0% ContainerOAfV6Q6\getContainer_GetenvService::do
     384   0.0% 100.0%      384   0.0% Symfony\Component\Console\Color::parseColor
     384   0.0% 100.0%      845   0.0% Symfony\Component\VarDumper\Dumper\AbstractDumper::setOutput
     384   0.0% 100.0%      384   0.0% array_shift
     384   0.0% 100.0%      384   0.0% require /var/www/html/vendor/google/apiclient-services/autoload.php
     376   0.0% 100.0%      376   0.0% ACSEO\TypesenseBundle\Manager\CollectionManager::getManagedClassNames
     376   0.0% 100.0%      376   0.0% ACSEO\TypesenseBundle\Transformer\DoctrineToTypesenseTransformer::__construct
     376   0.0% 100.0%      376   0.0% Composer\Autoload\ClassLoader::register
     376   0.0% 100.0%     2288   0.0% ContainerOAfV6Q6\EntityManagerGhostEbeb667::__set
     376   0.0% 100.0%      376   0.0% Doctrine\Common\Annotations\PsrCachedReader::getLastModification
     376   0.0% 100.0%      376   0.0% Doctrine\Common\Proxy\ProxyGenerator::setPlaceholder
     376   0.0% 100.0%      416   0.0% Doctrine\ORM\Configuration::addCustomStringFunction
     376   0.0% 100.0%    68152   0.1% Doctrine\ORM\Persisters\Entity\BasicEntityPersister::executeInserts
     376   0.0% 100.0%  2753092   2.3% Doctrine\Persistence\Mapping\AbstractClassMetadataFactory::loadMetadata
     376   0.0% 100.0%      376   0.0% Doctrine\Persistence\Mapping\Driver\MappingDriverChain::addDriver
     376   0.0% 100.0%      376   0.0% Http\Discovery\ClassDiscovery::storeInCache
     376   0.0% 100.0%    83802   0.1% Monolog\Logger::log
     376   0.0% 100.0%     2336   0.0% Symfony\Component\Cache\Adapter\TraceableAdapter::save
     376   0.0% 100.0%   138384   0.1% Symfony\Component\Console\Application::add
     376   0.0% 100.0%    71560   0.1% Symfony\Component\Console\Command\CompleteCommand::__construct
     376   0.0% 100.0%      376   0.0% Symfony\Component\Console\Helper\HelperSet::set
     376   0.0% 100.0%      376   0.0% Symfony\Component\Console\Helper\ProgressBar::setMessage
     376   0.0% 100.0%      376   0.0% Symfony\Component\Console\Input\ArgvInput::parseArgument
     376   0.0% 100.0%   411674   0.3% Symfony\Component\DependencyInjection\Container::make
     376   0.0% 100.0%   557192   0.5% Symfony\Component\Runtime\GenericRuntime::__construct
     376   0.0% 100.0%      376   0.0% Symfony\Component\VarDumper\Dumper\CliDumper::setDisplayOptions
     368   0.0% 100.0%      368   0.0% Doctrine\Common\Annotations\DocParser::__construct
     368   0.0% 100.0%    62204   0.1% Monolog\Handler\AbstractProcessingHandler::getDefaultFormatter
     368   0.0% 100.0%   218184   0.2% Symfony\Component\HttpClient\HttplugClient::__construct
     368   0.0% 100.0%     4872   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Event/LifecycleEventArgs.php
     368   0.0% 100.0%     7644   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Event/LoadClassMetadataEventArgs.php
     368   0.0% 100.0%      368   0.0% include_once /var/www/html/vendor/symfony/serializer/Debug/TraceableNormalizer.php
     360   0.0% 100.0%    48540   0.0% Doctrine\ORM\UnitOfWork::__construct
     360   0.0% 100.0%  4298420   3.6% Kiwilan\Ebook\EbookCover::make
     360   0.0% 100.0%     9504   0.0% include /var/www/html/vendor/symfony/http-client/Internal/LegacyHttplugInterface.php
     360   0.0% 100.0%      360   0.0% include_once /var/www/html/vendor/symfony/routing/Router.php
     352   0.0% 100.0%   419081   0.3% Symfony\Component\EventDispatcher\EventDispatcher::sortListeners
     352   0.0% 100.0%     3368   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Event/OnFlushEventArgs.php
     352   0.0% 100.0%     7064   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Query/Exec/SingleSelectExecutor.php
     352   0.0% 100.0%      352   0.0% include /var/www/html/vendor/symfony/dependency-injection/Exception/ExceptionInterface.php
     352   0.0% 100.0%      352   0.0% include_once /var/www/html/vendor/symfony/property-info/PropertyInfoExtractorInterface.php
     352   0.0% 100.0%      352   0.0% include_once /var/www/html/vendor/symfony/routing/RouterInterface.php
     352   0.0% 100.0%      352   0.0% include_once /var/www/html/vendor/symfony/serializer/Normalizer/MimeMessageNormalizer.php
     344   0.0% 100.0%    55895   0.0% Doctrine\DBAL\Driver\PDO\MySQL\Driver::connect
     344   0.0% 100.0%     7832   0.0% include /var/www/html/vendor/doctrine/cache/lib/Doctrine/Common/Cache/MultiOperationCache.php
     344   0.0% 100.0%      344   0.0% include /var/www/html/vendor/kiwilan/php-ebook/src/Enums/EbookFormatEnum.php
     344   0.0% 100.0%     1472   0.0% include /var/www/html/vendor/psr/cache/src/InvalidArgumentException.php
     344   0.0% 100.0%      344   0.0% include /var/www/html/vendor/psr/container/src/NotFoundExceptionInterface.php
     344   0.0% 100.0%    56888   0.0% include /var/www/html/vendor/symfony/dependency-injection/Container.php
     344   0.0% 100.0%    24120   0.0% include /var/www/html/vendor/symfony/translation/MessageCatalogue.php
     344   0.0% 100.0%      344   0.0% include_once /var/www/html/vendor/symfony/http-client/TraceableHttpClient.php
     344   0.0% 100.0%      344   0.0% include_once /var/www/html/vendor/symfony/serializer/Normalizer/DateTimeZoneNormalizer.php
     336   0.0% 100.0%      336   0.0% include /var/www/html/vendor/gedmo/doctrine-extensions/src/Mapping/Driver/AttributeDriverInterface.php
     336   0.0% 100.0%      336   0.0% include /var/www/html/vendor/php-http/discovery/src/Exception.php
     336   0.0% 100.0%    44440   0.0% include /var/www/html/vendor/php-http/message-factory/src/MessageFactory.php
     336   0.0% 100.0%      336   0.0% include /var/www/html/vendor/psr/cache/src/CacheException.php
     336   0.0% 100.0%      336   0.0% include /var/www/html/vendor/psr/container/src/ContainerExceptionInterface.php
     336   0.0% 100.0%      336   0.0% include /var/www/html/vendor/symfony/process/Exception/ExceptionInterface.php
     336   0.0% 100.0%    53732   0.0% include_once /var/www/html/vendor/symfony/http-kernel/HttpKernel.php
     328   0.0% 100.0%   138008   0.1% Symfony\Component\Console\Application::getDefaultHelperSet
     328   0.0% 100.0%     2928   0.0% include /var/www/html/vendor/php-http/httplug/src/HttpClient.php
     328   0.0% 100.0%      328   0.0% include /var/www/html/vendor/symfony/cache/ResettableInterface.php
     328   0.0% 100.0%     9944   0.0% include /var/www/html/vendor/symfony/console/Output/Output.php
     328   0.0% 100.0%      328   0.0% include_once /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Mapping/Driver/CompatibilityAnnotationDriver.php
     328   0.0% 100.0%      328   0.0% include_once /var/www/html/vendor/symfony/serializer/Normalizer/ContextAwareDenormalizerInterface.php
     320   0.0% 100.0%      320   0.0% ContainerOAfV6Q6\App_KernelDevDebugContainer::getDoctrine_Dbal_DefaultConnection_EventManagerService
     320   0.0% 100.0%      320   0.0% Symfony\Component\EventDispatcher\EventDispatcher::optimizeListeners
     320   0.0% 100.0%     8828   0.0% include /var/www/html/vendor/doctrine/orm/lib/Doctrine/ORM/Proxy/Autoloader.php
     320   0.0% 100.0%   136784   0.1% include /var/www/html/vendor/gedmo/doctrine-extensions/src/Sluggable/Util/Urlizer.php
     320   0.0% 100.0%   411752   0.3% require /var/www/html/vendor/google/apiclient/src/aliases.php
     320   0.0% 100.0%      320   0.0% set_error_handler
     320   0.0% 100.0%      320   0.0% spl_object_hash
     312   0.0% 100.0%     3144   0.0% Symfony\Component\ErrorHandler\DebugClassLoader::enable
     312   0.0% 100.0%      312   0.0% register_shutdown_function
     304   0.0% 100.0%   208760   0.2% Smalot\PdfParser\Parser::__construct
     296   0.0% 100.0%    86760   0.1% Doctrine\DBAL\DriverManager::getConnection
     296   0.0% 100.0%     1912   0.0% Symfony\Component\Cache\Adapter\AbstractAdapter::createSystemCache
     292   0.0% 100.0%      292   0.0% DateTimeImmutable::setTime
     288   0.0% 100.0%      536   0.0% ContainerOAfV6Q6\getMonolog_Handler_DeprecationService::do
     288   0.0% 100.0%      288   0.0% Doctrine\Persistence\Mapping\RuntimeReflectionService::getClass
     280   0.0% 100.0%      800   0.0% Kiwilan\Ebook\Tools\MetaTitle::generateSortTitle
     272   0.0% 100.0%    80674   0.1% Symfony\Bundle\FrameworkBundle\Console\Application::__construct
     272   0.0% 100.0%      448   0.0% Symfony\Component\Console\Formatter\OutputFormatterStyleStack::__construct
     264   0.0% 100.0%   230861   0.2% ContainerOAfV6Q6\getVarDumper_ContextualizedCliDumper_InnerService::do
     264   0.0% 100.0%      264   0.0% Doctrine\Common\Cache\Psr6\DoctrineProvider::wrap
     264   0.0% 100.0%      752   0.0% Kiwilan\Archive\Models\PdfMeta::make
     264   0.0% 100.0%    61432   0.1% Kiwilan\Ebook\Formats\Epub\Parser\EpubContainer::make
     264   0.0% 100.0%    49168   0.0% Typesense\Collection::__construct
     256   0.0% 100.0%      256   0.0% RecursiveDirectoryIterator::__construct
     256   0.0% 100.0%      256   0.0% Symfony\Component\Finder\Glob::toRegex
     256   0.0% 100.0%      256   0.0% Typesense\ApiCall::initializeNodes
     256   0.0% 100.0%     4176   0.0% preg_replace_callback
     256   0.0% 100.0%      256   0.0% set_exception_handler
     256   0.0% 100.0%      256   0.0% strtr
     256   0.0% 100.0%      256   0.0% ucfirst
     240   0.0% 100.0%      240   0.0% ContainerOAfV6Q6\App_KernelDevDebugContainer::getCache_Doctrine_Orm_Default_QueryService
     240   0.0% 100.0%      240   0.0% ContainerOAfV6Q6\App_KernelDevDebugContainer::getCache_Doctrine_Orm_Default_ResultService
     240   0.0% 100.0% 86121920  71.7% Smalot\PdfParser\Parser::parseContent
     240   0.0% 100.0%      240   0.0% Spatie\TemporaryDirectory\TemporaryDirectory::getFullPath
     240   0.0% 100.0%      240   0.0% mime_content_type
     232   0.0% 100.0%   742316   0.6% ACSEO\TypesenseBundle\Client\TypesenseClient::__construct
     232   0.0% 100.0% 86399872  71.9% Kiwilan\Archive\Readers\ArchivePdf::read
     224   0.0% 100.0%    19752   0.0% ContainerOAfV6Q6\App_KernelDevDebugContainer::getMonolog_Handler_ConsoleService
     224   0.0% 100.0%     4856   0.0% FilterIterator::next
     224   0.0% 100.0%     1736   0.0% Monolog\Logger::pushHandler
